movie,url,year,imdb,metascore,votes,certificate,runtime,genres,description,director,stars,revenue
Nocturnal Animals,https://www.imdb.com/title/tt4550098/,2016,7.5,67,270411,R,116 min,"Drama, Thriller            ","A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.",Tom Ford,"Amy Adams, Jake Gyllenhaal, Michael Shannon, Aaron Taylor-Johnson","10,639,114"
Gone Baby Gone,https://www.imdb.com/title/tt0452623/,2007,7.6,72,269167,R,114 min,"Crime, Drama, Mystery            ","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",Ben Affleck,"Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan","20,300,218"
Road to Perdition,https://www.imdb.com/title/tt0257044/,2002,7.7,72,263616,R,117 min,"Crime, Drama, Thriller            ","A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",Sam Mendes,"Tom Hanks, Tyler Hoechlin, Rob Maxey, Liam Aiken","104,454,762"
Changeling,https://www.imdb.com/title/tt0824747/,2008,7.8,63,252647,R,141 min,"Biography, Crime, Drama            ",Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,Clint Eastwood,"Angelina Jolie, Colm Feore, Amy Ryan, Gattlin Griffith","35,739,802"
End of Watch,https://www.imdb.com/title/tt1855199/,2012,7.6,68,244002,R,109 min,"Action, Adventure, Crime            ","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",David Ayer,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera","41,003,371"
Wind River,https://www.imdb.com/title/tt5362988/,2017,7.7,73,243396,R,107 min,"Crime, Drama, Mystery            ",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,Taylor Sheridan,"Elizabeth Olsen, Jeremy Renner, Graham Greene, Kelsey Asbille","33,800,859"
Eastern Promises,https://www.imdb.com/title/tt0765443/,2007,7.6,82,240040,R,100 min,"Crime, Drama, Thriller            ",A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,David Cronenberg,"Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin","17,114,882"
Amores perros,https://www.imdb.com/title/tt0245712/,2000,8.1,83,237269,R,154 min,"Drama, Thriller            ","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Alejandro G. Iñárritu,"Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero","5,383,834"
21 Grams,https://www.imdb.com/title/tt0315733/,2003,7.7,70,234626,R,124 min,"Crime, Drama, Thriller            ","A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",Alejandro G. Iñárritu,"Sean Penn, Benicio Del Toro, Naomi Watts, Danny Huston","16,290,476"
Hell or High Water,https://www.imdb.com/title/tt2582782/,2016,7.6,88,225353,R,102 min,"Action, Crime, Drama            ",A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,David Mackenzie,"Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham","26,862,450"
Kiss Kiss Bang Bang,https://www.imdb.com/title/tt0373469/,2005,7.5,72,225009,R,103 min,"Comedy, Crime, Mystery            ","After being mistaken for an actor, a New York thief is sent to Hollywood to train under a private eye for a potential movie role, but the duo are thrown together with a struggling actress into a murder mystery.",Shane Black,"Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen","4,243,756"
Munich,https://www.imdb.com/title/tt0408306/,2005,7.5,74,224619,R,164 min,"Action, Drama, History            ","After the Black September capture and massacre of Israeli athletes at the 1972 Olympics, five men are chosen to eliminate the people responsible for that fateful day.",Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds","47,403,685"
The Impossible,https://www.imdb.com/title/tt1649419/,2012,7.5,73,220033,PG-13,114 min,"Adventure, Drama, History            ",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast","19,019,882"
Coraline,https://www.imdb.com/title/tt0327597/,2009,7.7,80,219564,PG,100 min,"Animation, Drama, Family            ","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders","75,286,229"
Match Point,https://www.imdb.com/title/tt0416320/,2005,7.6,72,216021,R,124 min,"Drama, Romance, Thriller            ","At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",Woody Allen,"Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer, Matthew Goode","23,089,926"
The Girl with the Dragon Tattoo,https://www.imdb.com/title/tt1132620/,2009,7.8,76,215692,R,152 min,"Crime, Drama, Mystery            ",A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Niels Arden Oplev,"Michael Nyqvist, Noomi Rapace, Ewa Fröling, Lena Endre","10,095,170"
Train to Busan,https://www.imdb.com/title/tt5700672/,2016,7.6,73,209018,Not Rated,118 min,"Action, Horror, Thriller            ","While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",Sang-ho Yeon,"Gong Yoo, Yu-mi Jung, Ma Dong-seok, Su-an Kim","2,129,768"
The Secret in Their Eyes,https://www.imdb.com/title/tt1305806/,2009,8.2,80,206500,R,129 min,"Drama, Mystery, Romance            ",A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Juan José Campanella,"Ricardo Darín, Soledad Villamil, Pablo Rago, Carla Quevedo","6,391,436"
Traffic,https://www.imdb.com/title/tt0181865/,2000,7.6,86,205720,R,147 min,"Crime, Drama, Thriller            ","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",Steven Soderbergh,"Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones, Jacob Vargas","124,115,725"
The Raid: Redemption,https://www.imdb.com/title/tt1899353/,2011,7.6,73,201972,R,101 min,"Action, Crime, Thriller            ",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Gareth Evans,"Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah","4,105,123"
Wild Tales,https://www.imdb.com/title/tt3011894/,2014,8.1,77,193812,R,122 min,"Comedy, Drama, Thriller            ",Six short stories that explore the extremities of human behavior involving people in distress.,Damián Szifron,"Darío Grandinetti, María Marull, Mónica Villa, Diego Starosta","3,107,072"
The Last King of Scotland,https://www.imdb.com/title/tt0455590/,2006,7.7,74,184546,R,123 min,"Biography, Drama, History            ",Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,Kevin Macdonald,"James McAvoy, Forest Whitaker, Gillian Anderson, Kerry Washington","17,605,861"
Grindhouse,https://www.imdb.com/title/tt0462322/,2007,7.5,77,183629,R,191 min,"Action, Horror, Thriller            ",Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.,None,"Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell","25,037,897"
Battle Royale,https://www.imdb.com/title/tt0266308/,2000,7.6,81,180740,Not Rated,114 min,"Action, Adventure, Drama            ","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Chiaki Kuriyama",180740
Upgrade,https://www.imdb.com/title/tt6499752/,2018,7.5,67,180633,R,100 min,"Action, Sci-Fi, Thriller            ","Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.",Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden","11,977,130"
Memories of Murder,https://www.imdb.com/title/tt0353969/,2003,8.1,82,173345,Not Rated,132 min,"Crime, Drama, Mystery            ","In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",Bong Joon Ho,"Kang-ho Song, Kim Sang-kyung, Roe-ha Kim, Jae-ho Song","14,131"
Promising Young Woman,https://www.imdb.com/title/tt9620292/,2020,7.5,73,160650,R,113 min,"Crime, Drama, Mystery            ","A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",Emerald Fennell,"Carey Mulligan, Bo Burnham, Alison Brie, Clancy Brown",160650
Searching,https://www.imdb.com/title/tt7668870/,2018,7.6,71,159136,PG-13,102 min,"Drama, Mystery, Thriller            ","After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",Aneesh Chaganty,"John Cho, Debra Messing, Joseph Lee, Michelle La","26,020,957"
We Need to Talk About Kevin,https://www.imdb.com/title/tt1242460/,2011,7.5,68,151514,R,112 min,"Drama, Mystery, Thriller            ","Kevin's mother struggles to love her strange child, despite the increasingly dangerous things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell","1,738,692"
The Skin I Live In,https://www.imdb.com/title/tt1189073/,2011,7.6,70,150179,R,120 min,"Drama, Horror, Thriller            ","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Pedro Almodóvar,"Antonio Banderas, Elena Anaya, Jan Cornet, Marisa Paredes","3,185,812"
The Handmaiden,https://www.imdb.com/title/tt4016934/,2016,8.1,84,138651,Not Rated,145 min,"Drama, Romance, Thriller            ","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Park Chan-wook,"Kim Min-hee, Ha Jung-woo, Cho Jin-woong, Moon So-ri","2,006,788"
The Count of Monte Cristo,https://www.imdb.com/title/tt0245844/,2002,7.7,61,136546,PG-13,131 min,"Action, Adventure, Drama            ","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Kevin Reynolds,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc","54,234,062"
I Saw the Devil,https://www.imdb.com/title/tt1588170/,2010,7.8,67,126227,Not Rated,144 min,"Action, Crime, Drama            ",A secret agent exacts revenge on a serial killer through a series of captures and releases.,Jee-woon Kim,"Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Ho-jin Chun","128,392"
Infernal Affairs,https://www.imdb.com/title/tt0338564/,2002,8.0,75,123545,R,101 min,"Action, Crime, Drama            ","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",None,"Andy Lau, Tony Chiu-Wai Leung, Anthony Chau-Sang Wong, Eric Tsang","169,659"
The Raid 2,https://www.imdb.com/title/tt2265171/,2014,7.9,71,121727,R,150 min,"Action, Crime, Thriller            ","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara","2,625,803"
The Life of David Gale,https://www.imdb.com/title/tt0289992/,2003,7.5,31,119305,R,130 min,"Crime, Drama, Thriller            ",A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,Alan Parker,"Kevin Spacey, Kate Winslet, Laura Linney, Cleo King","19,593,740"
United 93,https://www.imdb.com/title/tt0475276/,2006,7.6,90,105698,R,111 min,"Action, Drama, History            ","A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",Paul Greengrass,"David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson","31,567,134"
Elite Squad,https://www.imdb.com/title/tt0861739/,2007,8.0,33,102932,R,115 min,"Action, Crime, Drama            ","In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",José Padilha,"Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz","8,060"
Headhunters,https://www.imdb.com/title/tt1614989/,2011,7.5,72,101514,R,100 min,"Action, Crime, Thriller            ",An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,Morten Tyldum,"Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau, Julie R. Ølgaard","1,196,752"
The Experiment,https://www.imdb.com/title/tt0250258/,2001,7.7,60,93461,R,120 min,"Drama, Thriller            ","For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",Oliver Hirschbiegel,"Moritz Bleibtreu, Christian Berkel, Oliver Stokowski, Wotan Wilke Möhring","141,072"
Elite Squad 2: The Enemy Within,https://www.imdb.com/title/tt1555149/,2010,8.0,71,82480,Not Rated,115 min,"Action, Crime, Drama            ","After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",José Padilha,"Wagner Moura, Irandhir Santos, André Ramiro, Milhem Cortaz","100,119"
Paprika,https://www.imdb.com/title/tt0851578/,2006,7.7,81,80874,R,90 min,"Animation, Drama, Fantasy            ","When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",Satoshi Kon,"Megumi Hayashibara, Tôru Emori, Katsunosuke Hori, Tôru Furuya","881,302"
Lady Vengeance,https://www.imdb.com/title/tt0451094/,2005,7.5,75,77942,R,115 min,"Crime, Drama, Thriller            ","After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.",Park Chan-wook,"Nam-mi Kang, Jeong-nam Choi, Hye-Sook Go, Bok-hwa Baek","211,667"
Black Book,https://www.imdb.com/title/tt0389557/,2006,7.7,71,76390,R,145 min,"Drama, Thriller, War            ","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",Paul Verhoeven,"Carice van Houten, Sebastian Koch, Thom Hoffman, Halina Reijn","4,398,392"
Disconnect,https://www.imdb.com/title/tt1433811/,2012,7.5,64,75307,R,115 min,"Drama, Thriller            ",A drama centered on a group of people searching for human connections in today's wired world.,Henry Alex Rubin,"Jason Bateman, Jonah Bobo, Haley Ramm, Hope Davis","7,435,950"
The Northman,https://www.imdb.com/title/tt11138512/,2022,7.5,82,73534,R,137 min,"Action, Adventure, Drama            ","From visionary director Robert Eggers comes The Northman, an action-filled epic that follows a young Viking prince on his quest to avenge his father's murder.",Robert Eggers,"Alexander Skarsgård, Nicole Kidman, Claes Bang, Ethan Hawke",73534
The White Ribbon,https://www.imdb.com/title/tt1149362/,2009,7.8,82,72946,R,144 min,"Drama, Mystery, Thriller            ","Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Michael Haneke,"Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur","2,222,647"
Hunger,https://www.imdb.com/title/tt0986233/,2008,7.5,82,69859,Not Rated,96 min,"Biography, Crime, Drama            ",Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,Steve McQueen,"Stuart Graham, Laine Megaw, Brian Milligan, Liam McMahon","154,084"
Sympathy for Mr. Vengeance,https://www.imdb.com/title/tt0310775/,2002,7.5,56,67997,R,129 min,"Crime, Drama, Thriller            ","A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",Park Chan-wook,"Kang-ho Song, Shin Ha-kyun, Bae Doona, Ji-Eun Lim","45,289"
The Chaser,https://www.imdb.com/title/tt1190539/,2008,7.8,64,64954,Not Rated,125 min,"Action, Crime, Drama            ",A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,Na Hong-jin,"Kim Yoon-seok, Ha Jung-woo, Yeong-hie Seo, Kim Yoo-jeong",64954
Mother,https://www.imdb.com/title/tt1216496/,2009,7.8,79,62174,R,129 min,"Crime, Drama, Mystery            ",A mother desperately searches for the killer who framed her son for a girl's horrific murder.,Bong Joon Ho,"Hye-ja Kim, Won Bin, Jin Goo, Je-mun Yun","547,292"
Burning,https://www.imdb.com/title/tt7282468/,2018,7.5,90,62092,Not Rated,148 min,"Drama, Mystery, Thriller            ","Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby.",Lee Chang-dong,"Yoo Ah-in, Steven Yeun, Jeon Jong-seo, Kim Soo-Kyung","718,991"
Hotel Mumbai,https://www.imdb.com/title/tt5461944/,2018,7.6,62,61755,R,123 min,"Action, Drama, History            ",The true story of the Taj Hotel terrorist attack in Mumbai. Hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,Anthony Maras,"Dev Patel, Armie Hammer, Nazanin Boniadi, Anupam Kher","9,651,611"
Victoria,https://www.imdb.com/title/tt4226388/,2015,7.6,77,58061,Not Rated,138 min,"Crime, Drama, Romance            ",A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,Sebastian Schipper,"Laia Costa, Frederick Lau, Franz Rogowski, Burak Yigit",58061
The Guilty,https://www.imdb.com/title/tt6742252/,2018,7.5,83,57372,R,85 min,"Crime, Drama, Thriller            ",A police officer assigned alarm dispatch duty enters a race against time when he answers an emergency call from a kidnapped woman.,Gustav Möller,"Jakob Cedergren, Jessica Dinnage, Omar Shargawi, Johan Gotthardt Olsen","207,140"
Tell No One,https://www.imdb.com/title/tt0362225/,2006,7.5,82,54278,Not Rated,131 min,"Crime, Drama, Mystery            ","An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?",Guillaume Canet,"François Cluzet, Marie-Josée Croze, André Dussollier, Kristin Scott Thomas","6,177,192"
Dead Man's Shoes,https://www.imdb.com/title/tt0419677/,2004,7.6,52,53211,Not Rated,90 min,"Crime, Drama, Thriller            ",A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,Shane Meadows,"Paddy Considine, Gary Stretch, Toby Kebbell, Stuart Wolfenden","6,013"
Nine Queens,https://www.imdb.com/title/tt0247586/,2000,7.9,80,52476,R,114 min,"Crime, Drama, Thriller            ","Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",Fabián Bielinsky,"Ricardo Darín, Gastón Pauls, Graciela Tenenbaum, María Mercedes Villagra","1,221,261"
The Blind Swordsman: Zatoichi,https://www.imdb.com/title/tt0363226/,2003,7.5,75,49355,R,116 min,"Action, Comedy, Crime            ","The blind masseur/swordsman comes to a town in control of warring gangs, and while bunking with a farming family, he meets two women with their own agenda.",Takeshi Kitano,"Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda","853,718"
"Lust, Caution",https://www.imdb.com/title/tt0808357/,2007,7.5,61,41155,NC-17,157 min,"Drama, History, Romance            ","During World War II era, a young woman, Wang Jiazhi, gets swept up in a dangerous game of emotional intrigue with a powerful political figure, Mr. Yee.",Ang Lee,"Tony Chiu-Wai Leung, Tang Wei, Joan Chen, Leehom Wang","4,604,982"
Mesrine: Killer Instinct,https://www.imdb.com/title/tt1259014/,2008,7.5,71,33556,R,113 min,"Action, Biography, Crime            ","The story of the notorious French gangster Jacques Mesrine, with the focus on his life before the early 1970s and the events that led to him being declared Public Enemy No. 1 in France.",Jean-François Richet,"Vincent Cassel, Cécile de France, Gérard Depardieu, Gilles Lellouche","551,660"
Sin Nombre,https://www.imdb.com/title/tt1127715/,2009,7.5,77,32645,R,96 min,"Adventure, Crime, Drama            ",A young Honduran girl and a Mexican gangster are united in a journey across the American border.,Cary Joji Fukunaga,"Paulina Gaitan, Marco Antonio Aguirre, Leonardo Alonso, Karla Cecilia Alvarado","2,534,351"
Joint Security Area,https://www.imdb.com/title/tt0260991/,2000,7.8,58,29604,Not Rated,110 min,"Action, Drama, Thriller            ","After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",Park Chan-wook,"Lee Yeong-ae, Lee Byung-hun, Kang-ho Song, Kim Tae-Woo",29604
Sophie Scholl: The Final Days,https://www.imdb.com/title/tt0426578/,2005,7.6,76,27569,Not Rated,120 min,"Biography, Crime, Drama            ","A dramatization of the final days of Sophie Scholl, one of the most famous members of the German World War II anti-Nazi resistance movement, The White Rose.",Marc Rothemund,"Julia Jentsch, Fabian Hinrichs, Alexander Held, Johanna Gastdorf","676,167"
Control,https://www.imdb.com/title/tt0373981/,2003,7.6,72,25499,R,111 min,"Comedy, Crime, Drama            ","A tale about a strange young man, Bulcsú, the fellow inspectors on his team, all without exception likable characters, a rival ticket inspection team and racing along the tracks - and a tale about love.",Nimród Antal,"Sándor Csányi, Eszter Balla, Zoltán Mucsi, Csaba Pindroch","237,183"
Les Misérables,https://www.imdb.com/title/tt10199590/,2019,7.6,78,24298,R,104 min,"Crime, Drama, Thriller            ","A cop from the provinces moves to Paris to join the Anti-Crime Brigade of Montfermeil, discovering an underworld where the tensions between the different groups mark the rhythm.",Ladj Ly,"Damien Bonnard, Alexis Manenti, Djebril Zonga, Issa Perica",24298
New World,https://www.imdb.com/title/tt2625030/,2013,7.6,58,23151,Not Rated,135 min,"Action, Crime, Drama            ",An undercover cop finds it difficult to play both a cop and a goon.,Park Hoon-jung,"Lee Jung-jae, Choi Min-sik, Jung-min Hwang, Park Sung-woong","457,806"
Never Look Away,https://www.imdb.com/title/tt5311542/,2018,7.7,68,20532,R,189 min,"Biography, Drama, Romance            ","German artist Kurt Barnert has escaped East Germany and now lives in West Germany, but is tormented by his childhood under the Nazis and the GDR-regime.",Florian Henckel von Donnersmarck,"Tom Schilling, Sebastian Koch, Paula Beer, Saskia Rosendahl","1,304,042"
The Unbearable Weight of Massive Talent,https://www.imdb.com/title/tt11291274/,2022,7.5,67,19008,R,107 min,"Action, Comedy, Crime            ","In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,"Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan",19008
Boiling Point,https://www.imdb.com/title/tt11127680/,2021,7.5,73,17196,R,92 min,"Drama, Thriller            ",Enter the relentless pressure of a restaurant kitchen as a head chef wrangles his team on the busiest day of the year.,Philip Barantini,"Stephen Graham, Vinette Robinson, Alice Feetham, Ray Panthaki",17196
The Insult,https://www.imdb.com/title/tt7048622/,2017,7.6,72,16741,R,113 min,"Crime, Drama, Thriller            ","After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.",Ziad Doueiri,"Adel Karam, Kamel El Basha, Camille Salameh, Diamand Bou Abboud","1,001,305"
Revanche,https://www.imdb.com/title/tt1173745/,2008,7.5,84,14666,Not Rated,121 min,"Crime, Drama, Romance            ",Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.,Götz Spielmann,"Johannes Krisch, Irina Potapenko, Andreas Lust, Ursula Strauss",14666
12,https://www.imdb.com/title/tt0488478/,2007,7.6,72,14635,PG-13,159 min,"Crime, Drama, Thriller            ",Twelve jurors must decide the fate of a Chechen adolescent charged with murdering his stepfather.,Nikita Mikhalkov,"Sergey Makovetskiy, Sergey Garmash, Apti Magamaev, Nikita Mikhalkov","125,120"
Omar,https://www.imdb.com/title/tt2852406/,2013,7.5,75,14244,Not Rated,98 min,"Crime, Drama, Romance            ",A young Palestinian freedom fighter agrees to work as an informant after he's tricked into an admission of guilt by association in the wake of an Israeli soldier's killing.,Hany Abu-Assad,"Adam Bakri, Leem Lubany, Eyad Hourani, Samer Bisharat","356,000"
The Fool,https://www.imdb.com/title/tt3560686/,2014,8.0,83,14060,None,116 min,"Crime, Drama, Thriller            ","Dima Nikitin is an ordinary honest plumber who suddenly decides to face the corrupt system of local politics in order to save the lives of 800 inhabitants of an old dormitory, which is about to collapse.",Yuriy Bykov,"Artyom Bystrov, Natalya Surkova, Yuriy Tsurilo, Boris Nevzorov",14060
It's Such a Beautiful Day,https://www.imdb.com/title/tt2396224/,2012,8.2,90,13386,Not Rated,62 min,"Animation, Comedy, Drama            ","Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy.",Don Hertzfeldt,None,13386
Fireworks Wednesday,https://www.imdb.com/title/tt0845439/,2006,7.7,84,12156,Not Rated,102 min,"Drama, Mystery, Romance            ","On the last Wednesday before the spring solstice ushers in the Persian New Year, people set off fireworks following an ancient Zoroastrian tradition. Rouhi, spending her first day at a new job, finds herself in the midst of a different kind of fireworks -- a domestic dispute between her new boss and his wife.",Asghar Farhadi,"Hamid Farokhnezhad, Hediyeh Tehrani, Taraneh Alidoosti, Pantea Bahram",12156
Balloon,https://www.imdb.com/title/tt7125774/,2018,7.5,53,11302,PG-13,125 min,"Drama, History, Thriller            ","East Germany, 1979. After initially failing to flee from the East to the West in a self-built hot-air balloon, two families struggle to make a second attempt, while the East German State Police are chasing them.",Michael Herbig,"Friedrich Mücke, Karoline Schuch, David Kross, Alicia von Rittberg","6,033"
